
C:\Users\AlexJ\Documents\Coding\Repos\masfactory-repos\RGLM,Graph Tokenization,"Python, PyTorch"
C:\Users\AlexJ\Documents\Coding\Repos\masfactory-repos\RGT,graph representation learning,"Python, PyTorch"
C:\Users\AlexJ\Documents\Coding\Repos\mastra-repos\mastra,AI agent framework,"TypeScript, Node.js"
C:\Users\AlexJ\Documents\Coding\Repos\mastra-repos\mastra\.changeset,versioning,"Node.js, TypeScript"
C:\Users\AlexJ\Documents\Coding\Repos\mastra-repos\mastra\docs,documentation,"Next.js, MDX, Algolia"
C:\Users\AlexJ\Documents\Coding\Repos\mastra-repos\mastra\examples,Mastra SDK examples,"JavaScript, Node.js"
C:\Users\AlexJ\Documents\Coding\Repos\mastra-repos\mastra\templates,Mastra AI agent template,"Node.js, TypeScript, Mastra, OpenAI"
C:\Users\AlexJ\Documents\Coding\Repos\mastra-repos\mastra\workflows,workflow engine,"TypeScript, Inngest, Mastra"
C:\Users\AlexJ\Documents\Coding\Repos\MCP-repos\.mcp-docs-&-how-to-&-resources\create-python-server,MCP server scaffolding,Python
C:\Users\AlexJ\Documents\Coding\Repos\MCP-repos\.mcp-docs-&-how-to-&-resources\create-typescript-server,MCP server scaffolding,"Node.js, TypeScript"
C:\Users\AlexJ\Documents\Coding\Repos\MCP-repos\.mcp-docs-&-how-to-&-resources\docs,documentation,Markdown
C:\Users\AlexJ\Documents\Coding\Repos\MCP-repos\.mcp-for-ide\mcp-jetbrains,JetBrains IDE proxy,"Node.js, pnpm"
C:\Users\AlexJ\Documents\Coding\Repos\MCP-repos\.mcp-for-ide\mcp-server-vscode-extensions,VS Code extension installer,"Node.js, TypeScript"
C:\Users\AlexJ\Documents\Coding\Repos\MCP-repos\.mcp-sdk\csharp-sdk,C# MCP SDK,".NET, C#"
C:\Users\AlexJ\Documents\Coding\Repos\MCP-repos\.mcp-sdk\EasyMCP,MCP client,Python
C:\Users\AlexJ\Documents\Coding\Repos\MCP-repos\.mcp-sdk\java-sdk,Java MCP SDK,"Java 17+, Jackson, Project Reactor, Servlet, JDK HttpClient, SLF4J, Maven"
C:\Users\AlexJ\Documents\Coding\Repos\MCP-repos\.mcp-sdk\kotlin-sdk,Model Context Protocol,"Kotlin, Ktor"
C:\Users\AlexJ\Documents\Coding\Repos\MCP-repos\.mcp-sdk\python-sdk,Model Context Protocol,Python
C:\Users\AlexJ\Documents\Coding\Repos\MCP-repos\.mcp-sdk\rust-sdk,Model Context Protocol SDK,"Rust, Tokio, Serde"
C:\Users\AlexJ\Documents\Coding\Repos\MCP-repos\.mcp-sdk\typescript-sdk,Model Context Protocol,"TypeScript, Node.js"
C:\Users\AlexJ\Documents\Coding\Repos\MCP-repos\.mcp-server-repos\atlas-mcp-server,task management,"TypeScript, Node.js"
C:\Users\AlexJ\Documents\Coding\Repos\MCP-repos\.mcp-server-repos\Automated-BOD-25-01-CISA-Microsoft-Policies-MCP,Microsoft Defender compliance,"Node.js, TypeScript"
C:\Users\AlexJ\Documents\Coding\Repos\MCP-repos\.mcp-server-repos\awesome-mcp-servers,MCP server directory,Markdown
C:\Users\AlexJ\Documents\Coding\Repos\MCP-repos\.mcp-server-repos\genai-toolbox,AI database toolbox,Go
C:\Users\AlexJ\Documents\Coding\Repos\MCP-repos\.mcp-server-repos\github-mcp-server,AI GitHub integration,Go
C:\Users\AlexJ\Documents\Coding\Repos\MCP-repos\.mcp-server-repos\inspector,mcp testing,"React, Node.js"
C:\Users\AlexJ\Documents\Coding\Repos\MCP-repos\.mcp-server-repos\just-prompt-myfork,LLM MCP server,Python
C:\Users\AlexJ\Documents\Coding\Repos\MCP-repos\.mcp-server-repos\mcp-bigquery-server,LLM BigQuery connector,Node.js
C:\Users\AlexJ\Documents\Coding\Repos\MCP-repos\.mcp-server-repos\mcp-browser-use,browser automation,Python
C:\Users\AlexJ\Documents\Coding\Repos\MCP-repos\.mcp-server-repos\mcp-cli,MCP client,Python
C:\Users\AlexJ\Documents\Coding\Repos\MCP-repos\.mcp-server-repos\mcp-codex-keeper,MCP documentation server,"Node.js, TypeScript"
C:\Users\AlexJ\Documents\Coding\Repos\MCP-repos\.mcp-server-repos\mcp-guide,MCP tutorial,Node.js
C:\Users\AlexJ\Documents\Coding\Repos\MCP-repos\.mcp-server-repos\mcp-linkedin,LinkedIn MCP,Python
C:\Users\AlexJ\Documents\Coding\Repos\MCP-repos\.mcp-server-repos\mcp-mysql-server,MySQL MCP server,"Node.js, TypeScript"
C:\Users\AlexJ\Documents\Coding\Repos\MCP-repos\.mcp-server-repos\mcp-perplexity,answer engine,Node.js
C:\Users\AlexJ\Documents\Coding\Repos\MCP-repos\.mcp-server-repos\mcp-ragdocs,documentation retrieval,"Node.js, Qdrant"
C:\Users\AlexJ\Documents\Coding\Repos\MCP-repos\.mcp-server-repos\mcp-reasoner,beam search reasoner,Node.js
C:\Users\AlexJ\Documents\Coding\Repos\MCP-repos\.mcp-server-repos\mcp-server-analytics,MCP analytics,"Python, TypeScript"
C:\Users\AlexJ\Documents\Coding\Repos\MCP-repos\.mcp-server-repos\mcp-server-commands,command runner,"Node.js, JavaScript"
C:\Users\AlexJ\Documents\Coding\Repos\MCP-repos\.mcp-server-repos\MCP-Server-Playwright,browser automation,"Node.js, Playwright, TypeScript"
C:\Users\AlexJ\Documents\Coding\Repos\MCP-repos\.mcp-server-repos\mcp-server-rag-web-browser,MCP web browsing,Node.js
C:\Users\AlexJ\Documents\Coding\Repos\MCP-repos\.mcp-server-repos\mcp-server-youtube-transcript,YouTube transcript server,"Node.js, TypeScript"
C:\Users\AlexJ\Documents\Coding\Repos\MCP-repos\.mcp-server-repos\MCP-timeserver,time server,Python
C:\Users\AlexJ\Documents\Coding\Repos\MCP-repos\.mcp-server-repos\mcp-tinybird,Tinybird MCP,Python
C:\Users\AlexJ\Documents\Coding\Repos\MCP-repos\.mcp-server-repos\mcp-twikit,Twitter MCP,Python
C:\Users\AlexJ\Documents\Coding\Repos\MCP-repos\.mcp-server-repos\mcpo,MCP OpenAPI proxy,Python
C:\Users\AlexJ\Documents\Coding\Repos\MCP-repos\.mcp-server-repos\pocketbase-mcp-server,PocketBase MCP,"TypeScript, Node.js"
C:\Users\AlexJ\Documents\Coding\Repos\MCP-repos\.mcp-server-repos\quickstart-resources,MCP tutorial,"Python, TypeScript"
C:\Users\AlexJ\Documents\Coding\Repos\MCP-repos\.mcp-server-repos\servers,Model Context Protocol,"C#, Go, Java, Kotlin, PHP, Python, Ruby, Rust, Swift, TypeScript"
C:\Users\AlexJ\Documents\Coding\Repos\MCP-repos\.mcp-server-repos\Software-planning-mcp,software planning,"TypeScript, Node.js"
C:\Users\AlexJ\Documents\Coding\Repos\MCP-repos\.mcp-server-repos\specification,protocol specification,"TypeScript, JSON Schema, Mintlify"
C:\Users\AlexJ\Documents\Coding\Repos\MCP-repos\DesktopCommanderMCP,AI desktop automation,Node.js
C:\Users\AlexJ\Documents\Coding\Repos\MCP-repos\MCP Server Documentation\MCP SErver Python SDK Docs for LLMs,MCP SDK,Python
C:\Users\AlexJ\Documents\Coding\Repos\MCP-repos\MCP Server Documentation\MCP SErver TypeScript SDK Docs for LLMs,LLM context,TypeScript
C:\Users\AlexJ\Documents\Coding\Repos\MCP-repos\mymcp,MCP server generator,"Python, Flask, React, Vite"
C:\Users\AlexJ\Documents\Coding\Repos\MCP-repos\mymcp\.pytest_cache,pytest caching,Python
C:\Users\AlexJ\Documents\Coding\Repos\MCP-repos\mymcp\frontend-vite,React Vite,"React, Vite"
C:\Users\AlexJ\Documents\Coding\Repos\MCP-repos\payroll-mcp-server,MCP server,"TypeScript, Express, Node.js"
C:\Users\AlexJ\Documents\Coding\Repos\MCP-repos\pipedream,integration platform,"Node.js, Python, Go, Bash"
C:\Users\AlexJ\Documents\Coding\Repos\MCP-repos\pipedream\docs-v2,documentation site,"Next.js, React, MDX, Nextra"
C:\Users\AlexJ\Documents\Coding\Repos\MCP-repos\pipedream\modelcontextprotocol,multi-app API connector,"Node.js, TypeScript"
C:\Users\AlexJ\Documents\Coding\Repos\MCP-repos\pipedream\platform,workflow automation,Node.js
C:\Users\AlexJ\Documents\Coding\Repos\MCP-repos\pipedream\types,Pipedream types,TypeScript
C:\Users\AlexJ\Documents\Coding\Repos\MCP-repos\rust-mcp-repos\mcp-discovery,MCP discovery,Rust
C:\Users\AlexJ\Documents\Coding\Repos\MCP-repos\rust-mcp-repos\rust-mcp-filesystem,MCP filesystem server,Rust
C:\Users\AlexJ\Documents\Coding\Repos\MCP-repos\rust-mcp-repos\rust-mcp-schema,MCP schema,Rust
C:\Users\AlexJ\Documents\Coding\Repos\MCP-repos\rust-mcp-repos\rust-mcp-sdk,MCP SDK,Rust
C:\Users\AlexJ\Documents\Coding\Repos\MCP-repos\tavily-mcp,web search,Node.js
C:\Users\AlexJ\Documents\Coding\Repos\MIDI,Windows MIDI Services,C/C++
C:\Users\AlexJ\Documents\Coding\Repos\MIDI\diagnostics\trace-logging,MIDI trace logging,"Windows Batch, XML"
C:\Users\AlexJ\Documents\Coding\Repos\MIDI\samples,SDK Samples,"C++, C#, PowerShell, NodeJS"
C:\Users\AlexJ\Documents\Coding\Repos\MIDI\samples\cpp-winrt,Windows MIDI Services,"C++, WinRT"
C:\Users\AlexJ\Documents\Coding\Repos\MIDI\samples\cpp-winrt-cmake,MIDI SDK sample,"C++, CMake, vcpkg"
C:\Users\AlexJ\Documents\Coding\Repos\MIDI\samples\csharp-net,C# .NET samples,"C#, .NET, WinRT"
C:\Users\AlexJ\Documents\Coding\Repos\MIDI\samples\electron-js,Electron samples,"Electron, Node.js"
C:\Users\AlexJ\Documents\Coding\Repos\MIDI\samples\powershell,Windows MIDI scripting,"PowerShell, .NET 8"
C:\Users\AlexJ\Documents\Coding\Repos\MIDI\samples\rust-winrt,Windows MIDI,"Rust, WinRT"
C:\Users\AlexJ\Documents\Coding\Repos\MIDI\src,API SDK,Unknown
C:\Users\AlexJ\Documents\Coding\Repos\MIDI\src\app-sdk,SDK,C++
C:\Users\AlexJ\Documents\Coding\Repos\MIDI\src\user-tools,MIDI Settings,.NET (C#)
C:\Users\AlexJ\Documents\Coding\Repos\mixxx,DJ mixing,"C++, Qt"
C:\Users\AlexJ\Documents\Coding\Repos\mixxx\lib\kaitai,binary parsing,C++
C:\Users\AlexJ\Documents\Coding\Repos\mixxx\lib\qm-dsp,digital signal processing,C++
C:\Users\AlexJ\Documents\Coding\Repos\mixxx\packaging\certificates,SSH key rotation,"Bash, Travis CI"
C:\Users\AlexJ\Documents\Coding\Repos\mixxx\packaging\flatpak,DJ software,"C++, Qt"
C:\Users\AlexJ\Documents\Coding\Repos\MobiRAG,offline PDF chat,"Android, ONNX Runtime, FAISS, PDFBox, llama.cpp"
C:\Users\AlexJ\Documents\Coding\Repos\moon-dev-ai-agents,AI trading agents,Python
C:\Users\AlexJ\Documents\Coding\Repos\moon-dev-ai-agents\docs,AI agent system,unknown
C:\Users\AlexJ\Documents\Coding\Repos\moon-dev-ai-agents\src\agents,crypto trading AI agents,"Python, Discord API, Helius, Birdeye, MoonDev, CoinGecko, OpenAI, Claude"
C:\Users\AlexJ\Documents\Coding\Repos\moon-dev-ai-agents\src\models,AI model factory,Python
C:\Users\AlexJ\Documents\Coding\Repos\moon-dev-ai-agents\src\strategies,trading strategies,Python
C:\Users\AlexJ\Documents\Coding\Repos\moxxy,multi-agent AI framework,"Rust, JavaScript"
C:\Users\AlexJ\Documents\Coding\Repos\my-repos\.archive\AugmentedManus,unknown,unknown
C:\Users\AlexJ\Documents\Coding\Repos\my-repos\.archive\autorepo,Git auto-updater,"Python, PyQt6, win10toast"
C:\Users\AlexJ\Documents\Coding\Repos\my-repos\.archive\autorepo_v1,automated git updater,"Python, PyQt6"
C:\Users\AlexJ\Documents\Coding\Repos\my-repos\.archive\Claude-analyzer,LLM prompt generator,JavaScript (Node.js)
C:\Users\AlexJ\Documents\Coding\Repos\my-repos\.archive\fred-visualization-app,economic data visualization,"Python, Streamlit"
C:\Users\AlexJ\Documents\Coding\Repos\my-repos\.archive\fredviz,web application,"HTML, CSS, JavaScript (React)"
C:\Users\AlexJ\Documents\Coding\Repos\my-repos\.archive\gemini-engineer,CLI AI agent,"Python, anthropic, tavily, rich"
C:\Users\AlexJ\Documents\Coding\Repos\my-repos\.archive\myagenticSeek,local AI agent,"Python, Docker"
C:\Users\AlexJ\Documents\Coding\Repos\my-repos\.archive\my_crewAI,multi-agent orchestration,"Python, LangChain"
C:\Users\AlexJ\Documents\Coding\Repos\my-repos\.archive\python_to_sem_vec_db,unknown,unknown
C:\Users\AlexJ\Documents\Coding\Repos\my-repos\.archive\repo_synopsis_app,repository analysis,"Python, Streamlit"
C:\Users\AlexJ\Documents\Coding\Repos\my-repos\.archive\ubiquitous-memory,unknown,unknown
C:\Users\AlexJ\Documents\Coding\Repos\my-repos\chatty-kathy\BitCoin-Price-Prediction,unknown,unknown
C:\Users\AlexJ\Documents\Coding\Repos\my-repos\Chunk-Vectorize-v2\.pytest_cache,pytest cache,Python
C:\Users\AlexJ\Documents\Coding\Repos\my-repos\freelance-assistant\fiverr_scraper,web scraping,"Python, Scrapy, ScraperAPI"
C:\Users\AlexJ\Documents\Coding\Repos\my-repos\JenCorp\.pytest_cache,pytest cache,Python
C:\Users\AlexJ\Documents\Coding\Repos\my-repos\my-news-nlp-pipeline,real-time financial sentiment,"AWS Lambda, S3, EventBridge; Terraform; Python (pandas, VADER, boto3); DuckDB; Streamlit"
C:\Users\AlexJ\Documents\Coding\Repos\my-repos\my-solana-transaction-calculator,Rust crate,Rust
C:\Users\AlexJ\Documents\Coding\Repos\my-repos\myADPmcp,unknown,unknown
C:\Users\AlexJ\Documents\Coding\Repos\my-repos\myADPmcp\.pytest_cache,pytest cache,Python
C:\Users\AlexJ\Documents\Coding\Repos\my-repos\myArxivAggregator,arXiv aggregator,"Python, UV"
C:\Users\AlexJ\Documents\Coding\Repos\my-repos\myArxivAggregator\.pytest_cache,pytest,Python
C:\Users\AlexJ\Documents\Coding\Repos\my-repos\myAutogroqAgent,autonomous agent demo,"Python, Streamlit, PocketGroq"
C:\Users\AlexJ\Documents\Coding\Repos\my-repos\myAutogroqAgent\.pytest_cache,pytest caching,"Python, pytest"
C:\Users\AlexJ\Documents\Coding\Repos\my-repos\myMarkDownViewer,markdown viewer,"Rust, egui"
C:\Users\AlexJ\Documents\Coding\Repos\my-repos\mymcp,MCP Generator,"Python, React"
C:\Users\AlexJ\Documents\Coding\Repos\my-repos\mymcp\frontend-vite,React Vite,"React, Vite"
C:\Users\AlexJ\Documents\Coding\Repos\my-repos\mymcp-ms-teams,MCP Teams,Python
C:\Users\AlexJ\Documents\Coding\Repos\my-repos\MyPrompt,prompt optimization,"Python, React"
C:\Users\AlexJ\Documents\Coding\Repos\my-repos\MyPrompt\.pytest_cache,pytest,Python
C:\Users\AlexJ\Documents\Coding\Repos\my-repos\MyPrompt\frontend-vite,React frontend,"React, Vite"
C:\Users\AlexJ\Documents\Coding\Repos\my-repos\myQuickFolderTagger,codebase tagger,Python
C:\Users\AlexJ\Documents\Coding\Repos\my-repos\myQuickFolderTagger\test-project,codebase tagger,Python
C:\Users\AlexJ\Documents\Coding\Repos\my-repos\myshugok,LLM arXiv summarizer,"Python, Flask"
C:\Users\AlexJ\Documents\Coding\Repos\my-repos\myUSDCarbitrage,USDC arbitrage backtesting,"Python, FastAPI, PostgreSQL/TimescaleDB, Redis, Docker, Kubernetes, Terraform"
C:\Users\AlexJ\Documents\Coding\Repos\my-repos\myUSDCarbitrage\.pytest_cache,pytest cache,Python
C:\Users\AlexJ\Documents\Coding\Repos\my-repos\my_autogroq,AI agent generator,"Python, Streamlit, Autogen"
C:\Users\AlexJ\Documents\Coding\Repos\my-repos\my_grompt,prompt optimization,"Python, Groq"
C:\Users\AlexJ\Documents\Coding\Repos\my-repos\my_Groqqle,generative search,"Python, Streamlit, Flask"
C:\Users\AlexJ\Documents\Coding\Repos\my-repos\sem-chunk,unknown,unknown
C:\Users\AlexJ\Documents\Coding\Repos\my-repos\sem-chunk\.pytest_cache,pytest cache,Python
C:\Users\AlexJ\Documents\Coding\Repos\my-repos\test-pyqt,unknown,unknown
C:\Users\AlexJ\Documents\Coding\Repos\my-repos\ubiquitous-memory,unknown,unknown
C:\Users\AlexJ\Documents\Coding\Repos\my-repos\ubiquitous-memory\.pytest_cache,pytest caching,Python
C:\Users\AlexJ\Documents\Coding\Repos\my-repos\unified-repo-analyzer,Repository Analyzer,"Bun, TypeScript, Biome, Vitest"
C:\Users\AlexJ\Documents\Coding\Repos\my-repos\unified-repo-analyzer\docs,repository analyzer,Python
C:\Users\AlexJ\Documents\Coding\Repos\my-repos\unified-repo-analyzer\remove,repository analysis,"TypeScript, React, Express.js"
C:\Users\AlexJ\Documents\Coding\Repos\my-repos\unified-repo-analyzer\tests,repository analysis,"TypeScript, Node.js, React, Bun, Vitest"
C:\Users\AlexJ\Documents\Coding\Repos\my-repos\usdc-arbitrage-app,crypto arbitrage monitoring,"FastAPI, React"
C:\Users\AlexJ\Documents\Coding\Repos\my-repos\usdc-arbitrage-app\backend,unknown,unspecified
C:\Users\AlexJ\Documents\Coding\Repos\my-repos\webx2y,media converter,Python
C:\Users\AlexJ\Documents\Coding\Repos\nw_wrld,audiovisual sequencer,"Electron, React, Three.js, p5.js, D3.js, WebMIDI"
C:\Users\AlexJ\Documents\Coding\Repos\OneContext,AI agent context,"Node.js, Python"
C:\Users\AlexJ\Documents\Coding\Repos\openfang-repos\openfang,Agent Operating System,Rust
C:\Users\AlexJ\Documents\Coding\Repos\openfang-repos\openfang\docs,agent operating system,"Rust, Tauri, SQLite"
C:\Users\AlexJ\Documents\Coding\Repos\PRD\.pytest_cache,pytest cache,"Python, pytest"
C:\Users\AlexJ\Documents\Coding\Repos\QuantMuse,quantitative trading,"Python, C++"
C:\Users\AlexJ\Documents\Coding\Repos\rust,Rust compiler,Rust
C:\Users\AlexJ\Documents\Coding\Repos\rust\compiler\rustc_ast,Rust AST,Rust
C:\Users\AlexJ\Documents\Coding\Repos\rust\compiler\rustc_codegen_cranelift,codegen backend,Rust
C:\Users\AlexJ\Documents\Coding\Repos\rust\compiler\rustc_codegen_gcc,rust codegen backend,Rust
C:\Users\AlexJ\Documents\Coding\Repos\rust\compiler\rustc_codegen_llvm,Rust compiler code generation,"Rust, LLVM"
C:\Users\AlexJ\Documents\Coding\Repos\rust\compiler\rustc_codegen_ssa,Rust compiler,Rust
C:\Users\AlexJ\Documents\Coding\Repos\rust\compiler\rustc_driver_impl,Rust compiler driver,Rust
C:\Users\AlexJ\Documents\Coding\Repos\rust\compiler\rustc_hir_analysis,Rust type checking,Rust
C:\Users\AlexJ\Documents\Coding\Repos\rust\compiler\rustc_middle,Rust compiler,Rust
C:\Users\AlexJ\Documents\Coding\Repos\rust\compiler\rustc_public,stable MIR,Rust
C:\Users\AlexJ\Documents\Coding\Repos\rust\compiler\rustc_sanitizers,rust sanitizers,Rust
C:\Users\AlexJ\Documents\Coding\Repos\rust\compiler\rustc_target,compilation targets,Rust
C:\Users\AlexJ\Documents\Coding\Repos\rust\compiler\rustc_thread_pool,data parallelism,Rust
C:\Users\AlexJ\Documents\Coding\Repos\rust\library\compiler-builtins,Rust compiler builtins & math library,Rust
C:\Users\AlexJ\Documents\Coding\Repos\rust\library\portable-simd,portable SIMD,Rust
C:\Users\AlexJ\Documents\Coding\Repos\rust\library\rustc-std-workspace-core,Rust core shim,Rust
C:\Users\AlexJ\Documents\Coding\Repos\rust\library\rustc-std-workspace-std,Rust std workspace,Rust
C:\Users\AlexJ\Documents\Coding\Repos\rust\library\stdarch,Rust SIMD,Rust
C:\Users\AlexJ\Documents\Coding\Repos\rust\library\std_detect,CPU feature detection,Rust
C:\Users\AlexJ\Documents\Coding\Repos\rust\src,Rust compiler,Rust
C:\Users\AlexJ\Documents\Coding\Repos\rust\src\bootstrap,rust bootstrapping,"Python, Rust"
C:\Users\AlexJ\Documents\Coding\Repos\rust\src\build_helper,shared library,TypeScript
C:\Users\AlexJ\Documents\Coding\Repos\rust\src\librustdoc,Rust documentation,Rust
C:\Users\AlexJ\Documents\Coding\Repos\rust\src\rustc-std-workspace,Rustc workspace,Rust
C:\Users\AlexJ\Documents\Coding\Repos\rust\src\rustdoc-json-types,Rustdoc JSON,Rust
C:\Users\AlexJ\Documents\Coding\Repos\rust\tests\codegen-llvm,LLVM FileCheck testing,Rust
C:\Users\AlexJ\Documents\Coding\Repos\rust\tests\coverage,coverage testing,"Rust, LLVM, Python"
C:\Users\AlexJ\Documents\Coding\Repos\rust\tests\crashes,compiler crash tracker,Rust
C:\Users\AlexJ\Documents\Coding\Repos\rust\tests\mir-opt,MIR optimization tests,Rust
C:\Users\AlexJ\Documents\Coding\Repos\rust\tests\run-make,rust test suite,Rust
C:\Users\AlexJ\Documents\Coding\Repos\rust\tests\rustdoc-gui,GUI testing,"Node.js, Puppeteer"
C:\Users\AlexJ\Documents\Coding\Repos\rust\tests\ui,compiler,Rust
C:\Users\AlexJ\Documents\Coding\Repos\rust-template,Rust Project Template,Rust
C:\Users\AlexJ\Documents\Coding\Repos\rust-template\template,Rust crate,Rust
C:\Users\AlexJ\Documents\Coding\Repos\screenshot-to-code,screenshot to code,"React, Vite, FastAPI"
C:\Users\AlexJ\Documents\Coding\Repos\screenshot-to-code\backend,prompt summarization,Python
C:\Users\AlexJ\Documents\Coding\Repos\Self-Conceptualizing-KG,self-organizing KG,"Python, Neo4j"
C:\Users\AlexJ\Documents\Coding\Repos\spec-coding-repos\BMAD-METHOD,ai agile framework,Node.js
C:\Users\AlexJ\Documents\Coding\Repos\spec-coding-repos\BMAD-METHOD\test,agent schema validation,"JavaScript, zod, yaml, glob, c8"
C:\Users\AlexJ\Documents\Coding\Repos\spec-coding-repos\BMAD-METHOD\website,documentation,"Astro, Starlight"
C:\Users\AlexJ\Documents\Coding\Repos\spec-coding-repos\OpenSpec,spec framework,"Node.js, TypeScript"
C:\Users\AlexJ\Documents\Coding\Repos\spec-coding-repos\OpenSpec\.changeset,release automation,"JavaScript, Node.js, pnpm"
C:\Users\AlexJ\Documents\Coding\Repos\spec-coding-repos\OpenSpec\.devcontainer,dev container setup,"Node.js, TypeScript/JavaScript, pnpm, VS Code"
C:\Users\AlexJ\Documents\Coding\Repos\spec-coding-repos\OpenSpec\scripts,maintenance scripts,"Bash, JavaScript"
C:\Users\AlexJ\Documents\Coding\Repos\spec-coding-repos\spec-kit,spec-driven development,Python
C:\Users\AlexJ\Documents\Coding\Repos\spec-coding-repos\spec-kit\docs,documentation generation,"DocFX, .NET"
C:\Users\AlexJ\Documents\Coding\Repos\spec-coding-repos\spec-kit\extensions,extension management,TypeScript
C:\Users\AlexJ\Documents\Coding\Repos\spec-kit,spec-driven development,Python
C:\Users\AlexJ\Documents\Coding\Repos\spec-kit\docs,documentation generation,".NET, DocFX"
C:\Users\AlexJ\Documents\Coding\Repos\spec-kit\extensions,extension system,"Markdown, JSON"
C:\Users\AlexJ\Documents\Coding\Repos\spec-kit\extensions\template,extension template,"YAML, Markdown, Bash"
C:\Users\AlexJ\Documents\Coding\Repos\supermemory-mcp,universal memory,"TypeScript, Node.js"
C:\Users\AlexJ\Documents\Coding\Repos\TestAny-io-repos\rtm-yaml-schema,Requirements Traceability Matrix,"JSON Schema, YAML"
C:\Users\AlexJ\Documents\Coding\Repos\TestAny-io-repos\srs-writer-plugin,multi-agent requirements,TypeScript
C:\Users\AlexJ\Documents\Coding\Repos\USB_Format_Tool,USB formatting,C++
C:\Users\AlexJ\Documents\Coding\Repos\MCP-repos\.mcp-server-repos\biome-mcp-server,code quality,"TypeScript, Node.js"
C:\Users\AlexJ\Documents\Coding\Repos\MCP-repos\.mcp-server-repos\browser-tools-mcp,AI browser interaction,Node.js
C:\Users\AlexJ\Documents\Coding\Repos\MCP-repos\.mcp-server-repos\coincap-mcp,crypto price query,Node.js
C:\Users\AlexJ\Documents\Coding\Repos\MCP-repos\.mcp-server-repos\fastmcp,MCP framework,Python
C:\Users\AlexJ\Documents\Coding\Repos\MCP-repos\.mcp-server-repos\findata-mcp-server,financial data MCP,Node.js
C:\Users\AlexJ\Documents\Coding\Repos\MIDI\samples\cpp,MIDI detection,C++
C:\Users\AlexJ\Documents\Coding\Repos\my-repos\myQuickFolderTagger\everything-claude-code,Harness optimization,"Node.js, TypeScript, Shell"
C:\Users\AlexJ\Documents\Coding\.archived-repos\1brc-electron,1B row challenge,"Electron, TypeScript, Vue, DuckDB"
C:\Users\AlexJ\Documents\Coding\.archived-repos\31-day-challenge-ai\day_17,video reaction,Markdown
C:\Users\AlexJ\Documents\Coding\.archived-repos\acp-beeai-ibm\acp,agent communication,"Python, TypeScript"
C:\Users\AlexJ\Documents\Coding\.archived-repos\acp-beeai-ibm\acp\python,agent communicationSDK,Python
C:\Users\AlexJ\Documents\Coding\.archived-repos\acp-beeai-ibm\acp\typescript,agent communication,TypeScript
C:\Users\AlexJ\Documents\Coding\.archived-repos\acp-beeai-ibm\ACP-BeeAI_demo,presentation slides,Markdown
C:\Users\AlexJ\Documents\Coding\.archived-repos\acp-beeai-ibm\ACP-BeeAI_demo\demo-agent,beeai agent scaffolding,"Python, UV, Uvicorn"
C:\Users\AlexJ\Documents\Coding\.archived-repos\acp-beeai-ibm\acp-mcp,ACP MCP bridge,Python
C:\Users\AlexJ\Documents\Coding\.archived-repos\acp-beeai-ibm\ACPWalkthrough,unknown,unknown
C:\Users\AlexJ\Documents\Coding\.archived-repos\acp-beeai-ibm\bee-python-sdk,Bee API Python,"Python, openai"
C:\Users\AlexJ\Documents\Coding\.archived-repos\acp-beeai-ibm\bee-stack,LLM agent stack,"Python, React"
C:\Users\AlexJ\Documents\Coding\.archived-repos\acp-beeai-ibm\beeai-code-interpreter,Python sandbox,Python
C:\Users\AlexJ\Documents\Coding\.archived-repos\acp-beeai-ibm\beeai-framework,multi-agent framework,"Python, TypeScript"
C:\Users\AlexJ\Documents\Coding\.archived-repos\acp-beeai-ibm\beeai-framework\python,multi-agent system,Python
C:\Users\AlexJ\Documents\Coding\.archived-repos\acp-beeai-ibm\beeai-framework\typescript,multi-agent,TypeScript
C:\Users\AlexJ\Documents\Coding\.archived-repos\acp-beeai-ibm\beeai-framework-py-starter,AI agent framework,"Python, UV, Docker"
C:\Users\AlexJ\Documents\Coding\.archived-repos\acp-beeai-ibm\beeai-framework-py-starter\.pytest_cache,pytest caching,Python
C:\Users\AlexJ\Documents\Coding\.archived-repos\acp-beeai-ibm\beeai-framework-ts-starter,AI agent starter,"TypeScript, Node.js"
C:\Users\AlexJ\Documents\Coding\.archived-repos\acp-beeai-ibm\beeai-labs,AI workflow orchestration,"Python, React, TypeScript"
C:\Users\AlexJ\Documents\Coding\.archived-repos\acp-beeai-ibm\beeai-labs\mcp,quantum computing,Python
C:\Users\AlexJ\Documents\Coding\.archived-repos\acp-beeai-ibm\beeai-labs\operator,Kubernetes Operator,Go
C:\Users\AlexJ\Documents\Coding\.archived-repos\acp-beeai-ibm\beeai-labs\tools,Mermaid diagram validation,"Node.js, Bash"
C:\Users\AlexJ\Documents\Coding\.archived-repos\acp-beeai-ibm\beeai-platform,AI agent platform,Python
C:\Users\AlexJ\Documents\Coding\.archived-repos\acp-beeai-ibm\beeai-platform\docs,documentation site generator,"Node.js, Mintlify CLI"
C:\Users\AlexJ\Documents\Coding\.archived-repos\acp-beeai-ibm\beeai-platform\helm,AI agent platform,Python
C:\Users\AlexJ\Documents\Coding\.archived-repos\acp-beeai-ibm\beeai-provider-starter,multi-agent scaffolding,"Python, UV, Docker"
